"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV35","TRAJ43","TRBV5-1","TRBJ1-2",1
"TRAV35","TRAJ43","TRBV6-1","TRBJ2-1",1
"TRAV35","TRAJ43","TRBV6-1","TRBJ2-7",1
"TRAV35","TRAJ43","TRBV6-5","TRBJ1-2",1
"TRAV35","TRAJ43","TRBV7-3","TRBJ1-1",1
"TRAV35","TRAJ43","TRBV7-8","TRBJ2-4",1
"TRAV35","TRAJ43","TRBV7-9","TRBJ1-1",1
"TRAV35","TRAJ43","TRBV7-9","TRBJ1-2",1
"TRAV35","TRAJ43","TRBV9","TRBJ2-1",1
"TRAV35","TRAJ44","TRBV19","TRBJ2-7",1
"TRAV35","TRAJ44","TRBV27","TRBJ1-6",1
"TRAV35","TRAJ44","TRBV27","TRBJ2-5",1
"TRAV35","TRAJ44","TRBV29-1","TRBJ1-2",1
"TRAV35","TRAJ44","TRBV5-1","TRBJ1-1",1
"TRAV35","TRAJ44","TRBV5-1","TRBJ2-1",1
"TRAV35","TRAJ44","TRBV5-4","TRBJ2-7",1
"TRAV35","TRAJ44","TRBV6-1","TRBJ1-2",1
"TRAV35","TRAJ45","TRBV12-4","TRBJ1-6",1
"TRAV35","TRAJ45","TRBV12-4","TRBJ2-7",1
"TRAV35","TRAJ45","TRBV13","TRBJ2-7",1
"TRAV35","TRAJ45","TRBV15","TRBJ1-1",1
"TRAV35","TRAJ45","TRBV19","TRBJ1-2",1
"TRAV35","TRAJ45","TRBV2","TRBJ2-3",1
"TRAV35","TRAJ45","TRBV20-1","TRBJ2-7",1
"TRAV35","TRAJ45","TRBV27","TRBJ1-2",1
"TRAV35","TRAJ45","TRBV30","TRBJ1-2",1
"TRAV35","TRAJ45","TRBV4-1","TRBJ2-1",1
"TRAV35","TRAJ45","TRBV4-1","TRBJ2-7",1
"TRAV35","TRAJ45","TRBV5-6","TRBJ2-4",1
"TRAV35","TRAJ45","TRBV6-1","TRBJ2-7",1
"TRAV35","TRAJ45","TRBV6-5","TRBJ2-2",1
"TRAV35","TRAJ45","TRBV7-4","TRBJ1-2",1
"TRAV35","TRAJ45","TRBV7-9","TRBJ2-1",1
"TRAV35","TRAJ46","TRBV6-2","TRBJ2-2",1
"TRAV35","TRAJ47","TRBV12-4","TRBJ1-2",1
"TRAV35","TRAJ47","TRBV27","TRBJ1-4",1
"TRAV35","TRAJ47","TRBV27","TRBJ2-1",1
"TRAV35","TRAJ47","TRBV6-1","TRBJ1-4",1
"TRAV35","TRAJ47","TRBV7-9","TRBJ2-2",1
"TRAV35","TRAJ48","TRBV10-3","TRBJ2-1",1
"TRAV35","TRAJ48","TRBV12-3","TRBJ1-2",1
"TRAV35","TRAJ48","TRBV19","TRBJ2-1",1
"TRAV35","TRAJ48","TRBV2","TRBJ1-4",1
"TRAV35","TRAJ48","TRBV29-1","TRBJ1-1",1
"TRAV35","TRAJ48","TRBV29-1","TRBJ2-2",1
"TRAV35","TRAJ48","TRBV6-3","TRBJ2-2",1
"TRAV35","TRAJ48","TRBV7-8","TRBJ2-1",1
"TRAV35","TRAJ48","TRBV7-9","TRBJ1-1",1
"TRAV35","TRAJ48","TRBV9","TRBJ1-3",1
"TRAV35","TRAJ48","TRBV9","TRBJ2-2",1
"TRAV35","TRAJ48","TRBV9","TRBJ2-7",1
"TRAV35","TRAJ49","TRBV10-3","TRBJ1-5",1
"TRAV35","TRAJ49","TRBV10-3","TRBJ1-6",1
"TRAV35","TRAJ49","TRBV11-1","TRBJ1-2",1
"TRAV35","TRAJ49","TRBV11-2","TRBJ1-5",1
"TRAV35","TRAJ49","TRBV11-2","TRBJ1-6",1
"TRAV35","TRAJ49","TRBV11-2","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV11-2","TRBJ2-7",1
"TRAV35","TRAJ49","TRBV12-3","TRBJ1-1",1
"TRAV35","TRAJ49","TRBV12-3","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV12-3","TRBJ2-7",1
"TRAV35","TRAJ49","TRBV13","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV13","TRBJ2-7",1
"TRAV35","TRAJ49","TRBV18","TRBJ1-5",1
"TRAV35","TRAJ49","TRBV19","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV19","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV2","TRBJ1-2",1
"TRAV35","TRAJ49","TRBV2","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV20-1","TRBJ2-3",1
"TRAV35","TRAJ49","TRBV27","TRBJ1-2",1
"TRAV35","TRAJ49","TRBV27","TRBJ1-6",1
"TRAV35","TRAJ49","TRBV27","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV27","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV27","TRBJ2-7",1
"TRAV35","TRAJ49","TRBV28","TRBJ1-5",1
"TRAV35","TRAJ49","TRBV29-1","TRBJ2-3",1
"TRAV35","TRAJ49","TRBV3-1","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV4-1","TRBJ1-3",1
"TRAV35","TRAJ49","TRBV4-2","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV4-3","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV5-1","TRBJ1-1",1
"TRAV35","TRAJ49","TRBV5-1","TRBJ2-3",1
"TRAV35","TRAJ49","TRBV5-1","TRBJ2-5",1
"TRAV35","TRAJ49","TRBV5-4","TRBJ1-5",1
"TRAV35","TRAJ49","TRBV5-5","TRBJ2-7",1
"TRAV35","TRAJ49","TRBV6-1","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV6-1","TRBJ2-3",1
"TRAV35","TRAJ49","TRBV6-3","TRBJ2-3",1
"TRAV35","TRAJ49","TRBV6-5","TRBJ2-2",1
"TRAV35","TRAJ49","TRBV6-6","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV7-2","TRBJ1-2",1
"TRAV35","TRAJ49","TRBV7-9","TRBJ1-1",1
"TRAV35","TRAJ49","TRBV7-9","TRBJ1-4",1
"TRAV35","TRAJ49","TRBV7-9","TRBJ2-1",1
"TRAV35","TRAJ49","TRBV7-9","TRBJ2-3",1
"TRAV35","TRAJ49","TRBV7-9","TRBJ2-6",1
"TRAV35","TRAJ49","TRBV9","TRBJ2-2",1
"TRAV35","TRAJ50","TRBV11-2","TRBJ1-1",1
"TRAV35","TRAJ50","TRBV12-3","TRBJ1-2",1
"TRAV35","TRAJ50","TRBV19","TRBJ2-7",1
"TRAV35","TRAJ50","TRBV20-1","TRBJ2-1",1
"TRAV35","TRAJ50","TRBV24-1","TRBJ1-1",1
"TRAV35","TRAJ50","TRBV4-2","TRBJ2-7",1
"TRAV35","TRAJ52","TRBV12-4","TRBJ2-1",1
"TRAV35","TRAJ52","TRBV19","TRBJ2-1",1
"TRAV35","TRAJ52","TRBV19","TRBJ2-3",1
"TRAV35","TRAJ52","TRBV19","TRBJ2-7",1
"TRAV35","TRAJ52","TRBV27","TRBJ1-6",1
"TRAV35","TRAJ52","TRBV27","TRBJ2-2",1
"TRAV35","TRAJ52","TRBV27","TRBJ2-3",1
"TRAV35","TRAJ52","TRBV5-6","TRBJ1-1",1
"TRAV35","TRAJ52","TRBV5-6","TRBJ2-2",1
"TRAV35","TRAJ52","TRBV6-1","TRBJ2-1",1
"TRAV35","TRAJ52","TRBV6-5","TRBJ2-6",1
"TRAV35","TRAJ52","TRBV6-6","TRBJ2-7",1
"TRAV35","TRAJ52","TRBV7-3","TRBJ2-2",1
"TRAV35","TRAJ52","TRBV7-9","TRBJ1-1",1
"TRAV35","TRAJ53","TRBV12-3","TRBJ2-3",1
"TRAV35","TRAJ53","TRBV12-4","TRBJ1-2",1
"TRAV35","TRAJ53","TRBV19","TRBJ2-3",1
"TRAV35","TRAJ53","TRBV29-1","TRBJ1-1",1
"TRAV35","TRAJ53","TRBV3-1","TRBJ2-2",1
"TRAV35","TRAJ53","TRBV3-1","TRBJ2-4",1
"TRAV35","TRAJ53","TRBV4-3","TRBJ1-4",1
"TRAV35","TRAJ53","TRBV6-5","TRBJ2-1",1
"TRAV35","TRAJ53","TRBV6-6","TRBJ2-7",1
"TRAV35","TRAJ53","TRBV9","TRBJ1-4",1
"TRAV35","TRAJ54","TRBV10-1","TRBJ2-1",1
"TRAV35","TRAJ54","TRBV10-2","TRBJ2-7",1
"TRAV35","TRAJ54","TRBV11-3","TRBJ1-2",1
"TRAV35","TRAJ54","TRBV12-4","TRBJ2-5",1
"TRAV35","TRAJ54","TRBV18","TRBJ1-3",1
"TRAV35","TRAJ54","TRBV19","TRBJ1-5",1
"TRAV35","TRAJ54","TRBV20-1","TRBJ1-5",1
"TRAV35","TRAJ54","TRBV27","TRBJ1-5",1
"TRAV35","TRAJ54","TRBV28","TRBJ2-5",1
"TRAV35","TRAJ54","TRBV6-1","TRBJ2-7",1
"TRAV35","TRAJ54","TRBV6-5","TRBJ1-1",1
"TRAV35","TRAJ54","TRBV7-9","TRBJ2-1",1
"TRAV35","TRAJ56","TRBV27","TRBJ2-5",1
"TRAV35","TRAJ56","TRBV5-1","TRBJ2-7",1
"TRAV35","TRAJ57","TRBV10-3","TRBJ2-7",1
"TRAV35","TRAJ57","TRBV13","TRBJ2-5",1
"TRAV35","TRAJ57","TRBV19","TRBJ1-1",1
"TRAV35","TRAJ57","TRBV20-1","TRBJ2-7",1
"TRAV35","TRAJ57","TRBV28","TRBJ2-1",1
"TRAV35","TRAJ57","TRBV4-1","TRBJ2-7",1
"TRAV35","TRAJ57","TRBV6-5","TRBJ1-3",1
"TRAV35","TRAJ57","TRBV7-2","TRBJ2-7",1
"TRAV35","TRAJ6","TRBV15","TRBJ2-6",1
"TRAV35","TRAJ7","TRBV4-1","TRBJ1-2",1
"TRAV35","TRAJ8","TRBV12-4","TRBJ2-3",1
"TRAV35","TRAJ8","TRBV7-9","TRBJ1-4",1
"TRAV35","TRAJ8","TRBV9","TRBJ1-2",1
"TRAV35","TRAJ9","TRBV11-2","TRBJ1-4",1
"TRAV35","TRAJ9","TRBV6-5","TRBJ1-1",1
"TRAV35","TRAV35","TRBV19","TRBJ2-2",1
"TRAV36/DV7","TRAJ11","TRBV12-3","TRBJ1-5",1
"TRAV36/DV7","TRAJ11","TRBV12-4","TRBJ2-2",1
"TRAV36/DV7","TRAJ11","TRBV29-1","TRBJ2-4",1
"TRAV36/DV7","TRAJ11","TRBV9","TRBJ2-3",1
"TRAV36/DV7","TRAJ13","TRBV24-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ13","TRBV28","TRBJ1-5",1
"TRAV36/DV7","TRAJ17","TRBV10-1","TRBJ2-7",1
"TRAV36/DV7","TRAJ17","TRBV13","TRBJ2-2",1
"TRAV36/DV7","TRAJ17","TRBV19","TRBJ2-7",1
"TRAV36/DV7","TRAJ17","TRBV4-3","TRBJ1-4",1
"TRAV36/DV7","TRAJ17","TRBV7-9","TRBJ2-7",1
"TRAV36/DV7","TRAJ18","TRBV19","TRBJ2-2",1
"TRAV36/DV7","TRAJ18","TRBV24-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ20","TRBV12-5","TRBJ2-2",1
"TRAV36/DV7","TRAJ20","TRBV5-1","TRBJ2-4",1
"TRAV36/DV7","TRAJ22","TRBV19","TRBJ2-1",1
"TRAV36/DV7","TRAJ26","TRBV19","TRBJ2-1",1
"TRAV36/DV7","TRAJ26","TRBV20-1","TRBJ2-5",1
"TRAV36/DV7","TRAJ27","TRBV11-2","TRBJ2-3",1
"TRAV36/DV7","TRAJ27","TRBV19","TRBJ2-1",1
"TRAV36/DV7","TRAJ27","TRBV27","TRBJ2-4",1
"TRAV36/DV7","TRAJ28","TRBV12-3","TRBJ1-2",1
"TRAV36/DV7","TRAJ28","TRBV28","TRBJ1-4",1
"TRAV36/DV7","TRAJ28","TRBV6-3","TRBJ1-2",1
"TRAV36/DV7","TRAJ28","TRBV6-5","TRBJ1-6",1
"TRAV36/DV7","TRAJ29","TRBV6-5","TRBJ2-7",1
"TRAV36/DV7","TRAJ30","TRBV4-3","TRBJ2-7",1
"TRAV36/DV7","TRAJ30","TRBV5-1","TRBJ1-2",1
"TRAV36/DV7","TRAJ31","TRBV11-2","TRBJ1-2",1
"TRAV36/DV7","TRAJ31","TRBV13","TRBJ2-1",1
"TRAV36/DV7","TRAJ31","TRBV4-2","TRBJ1-1",1
"TRAV36/DV7","TRAJ32","TRBV18","TRBJ2-1",1
"TRAV36/DV7","TRAJ32","TRBV18","TRBJ2-2",1
"TRAV36/DV7","TRAJ32","TRBV18","TRBJ2-7",1
"TRAV36/DV7","TRAJ33","TRBV6-5","TRBJ2-3",1
"TRAV36/DV7","TRAJ34","TRBV2","TRBJ2-7",1
"TRAV36/DV7","TRAJ36","TRBV9","TRBJ1-2",1
"TRAV36/DV7","TRAJ37","TRBV10-2","TRBJ2-1",1
"TRAV36/DV7","TRAJ37","TRBV9","TRBJ1-5",1
"TRAV36/DV7","TRAJ38","TRBV19","TRBJ2-7",1
"TRAV36/DV7","TRAJ39","TRBV16","TRBJ1-2",1
"TRAV36/DV7","TRAJ39","TRBV5-1","TRBJ1-3",1
"TRAV36/DV7","TRAJ40","TRBV12-4","TRBJ1-2",1
"TRAV36/DV7","TRAJ40","TRBV12-4","TRBJ2-7",1
"TRAV36/DV7","TRAJ40","TRBV12-5","TRBJ2-4",1
"TRAV36/DV7","TRAJ40","TRBV2","TRBJ2-3",1
"TRAV36/DV7","TRAJ40","TRBV28","TRBJ2-1",1
"TRAV36/DV7","TRAJ40","TRBV29-1","TRBJ2-7",1
"TRAV36/DV7","TRAJ40","TRBV4-1","TRBJ2-3",1
"TRAV36/DV7","TRAJ40","TRBV4-2","TRBJ1-1",1
"TRAV36/DV7","TRAJ40","TRBV5-5","TRBJ2-7",1
"TRAV36/DV7","TRAJ40","TRBV6-5","TRBJ2-6",1
"TRAV36/DV7","TRAJ40","TRBV6-6","TRBJ2-7",1
"TRAV36/DV7","TRAJ40","TRBV7-3","TRBJ1-2",1
"TRAV36/DV7","TRAJ41","TRBV5-8","TRBJ1-6",1
"TRAV36/DV7","TRAJ41","TRBV7-2","TRBJ1-1",1
"TRAV36/DV7","TRAJ41","TRBV7-9","TRBJ2-7",1
"TRAV36/DV7","TRAJ42","TRBV18","TRBJ1-2",1
"TRAV36/DV7","TRAJ42","TRBV2","TRBJ1-1",1
"TRAV36/DV7","TRAJ42","TRBV20-1","TRBJ2-7",1
"TRAV36/DV7","TRAJ42","TRBV5-1","TRBJ2-7",1
"TRAV36/DV7","TRAJ42","TRBV9","TRBJ2-5",1
"TRAV36/DV7","TRAJ43","TRBV28","TRBJ2-1",1
"TRAV36/DV7","TRAJ43","TRBV6-3","TRBJ2-6",1
"TRAV36/DV7","TRAJ43","TRBV7-9","TRBJ1-3",1
"TRAV36/DV7","TRAJ43","TRBV7-9","TRBJ2-1",1
"TRAV36/DV7","TRAJ44","TRBV10-1","TRBJ2-5",1
"TRAV36/DV7","TRAJ44","TRBV10-3","TRBJ2-1",1
"TRAV36/DV7","TRAJ44","TRBV28","TRBJ2-7",1
"TRAV36/DV7","TRAJ44","TRBV5-1","TRBJ1-1",1
"TRAV36/DV7","TRAJ45","TRBV13","TRBJ1-1",1
"TRAV36/DV7","TRAJ45","TRBV19","TRBJ2-1",1
"TRAV36/DV7","TRAJ45","TRBV19","TRBJ2-7",1
"TRAV36/DV7","TRAJ45","TRBV3-1","TRBJ2-5",1
"TRAV36/DV7","TRAJ45","TRBV30","TRBJ2-2",1
"TRAV36/DV7","TRAJ45","TRBV6-5","TRBJ2-3",1
"TRAV36/DV7","TRAJ45","TRBV7-2","TRBJ1-1",1
"TRAV36/DV7","TRAJ45","TRBV7-9","TRBJ2-2",1
"TRAV36/DV7","TRAJ46","TRBV9","TRBJ2-1",1
"TRAV36/DV7","TRAJ47","TRBV19","TRBJ1-2",1
"TRAV36/DV7","TRAJ47","TRBV19","TRBJ1-5",1
"TRAV36/DV7","TRAJ47","TRBV19","TRBJ2-1",1
"TRAV36/DV7","TRAJ47","TRBV20-1","TRBJ1-2",1
"TRAV36/DV7","TRAJ47","TRBV20-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ47","TRBV27","TRBJ2-7",1
"TRAV36/DV7","TRAJ47","TRBV4-1","TRBJ1-2",1
"TRAV36/DV7","TRAJ47","TRBV4-3","TRBJ2-6",1
"TRAV36/DV7","TRAJ47","TRBV5-4","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV12-4","TRBJ1-2",1
"TRAV36/DV7","TRAJ48","TRBV12-4","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV12-5","TRBJ1-2",1
"TRAV36/DV7","TRAJ48","TRBV15","TRBJ1-5",1
"TRAV36/DV7","TRAJ48","TRBV19","TRBJ2-2",1
"TRAV36/DV7","TRAJ48","TRBV20-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV24-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV28","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV29-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV4-3","TRBJ1-1",1
"TRAV36/DV7","TRAJ48","TRBV5-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ48","TRBV6-3","TRBJ1-2",1
"TRAV36/DV7","TRAJ48","TRBV6-5","TRBJ1-1",1
"TRAV36/DV7","TRAJ48","TRBV7-8","TRBJ1-2",1
"TRAV36/DV7","TRAJ49","TRBV27","TRBJ2-4",1
"TRAV36/DV7","TRAJ49","TRBV4-1","TRBJ1-2",1
"TRAV36/DV7","TRAJ49","TRBV6-6","TRBJ1-4",1
"TRAV36/DV7","TRAJ50","TRBV11-3","TRBJ2-1",1
"TRAV36/DV7","TRAJ50","TRBV9","TRBJ1-5",1
"TRAV36/DV7","TRAJ52","TRBV19","TRBJ2-1",1
"TRAV36/DV7","TRAJ52","TRBV19","TRBJ2-2",1
"TRAV36/DV7","TRAJ52","TRBV19","TRBJ2-7",1
"TRAV36/DV7","TRAJ52","TRBV20-1","TRBJ2-2",1
"TRAV36/DV7","TRAJ52","TRBV25-1","TRBJ1-5",1
"TRAV36/DV7","TRAJ52","TRBV27","TRBJ2-3",1
"TRAV36/DV7","TRAJ52","TRBV5-4","TRBJ2-7",1
"TRAV36/DV7","TRAJ52","TRBV6-1","TRBJ1-5",1
"TRAV36/DV7","TRAJ52","TRBV6-3","TRBJ2-3",1
"TRAV36/DV7","TRAJ52","TRBV6-6","TRBJ2-3",1
"TRAV36/DV7","TRAJ52","TRBV7-9","TRBJ2-7",1
"TRAV36/DV7","TRAJ53","TRBV10-3","TRBJ1-1",1
"TRAV36/DV7","TRAJ53","TRBV13","TRBJ1-1",1
"TRAV36/DV7","TRAJ53","TRBV15","TRBJ2-1",1
"TRAV36/DV7","TRAJ53","TRBV19","TRBJ1-3",1
"TRAV36/DV7","TRAJ53","TRBV20-1","TRBJ2-7",1
"TRAV36/DV7","TRAJ53","TRBV27","TRBJ1-1",1
"TRAV36/DV7","TRAJ53","TRBV27","TRBJ2-3",1
"TRAV36/DV7","TRAJ53","TRBV4-3","TRBJ2-1",1
"TRAV36/DV7","TRAJ53","TRBV6-3","TRBJ2-3",1
"TRAV36/DV7","TRAJ54","TRBV12-4","TRBJ1-2",1
"TRAV36/DV7","TRAJ54","TRBV20-1","TRBJ2-7",1
"TRAV36/DV7","TRAJ54","TRBV28","TRBJ2-2",1
"TRAV36/DV7","TRAJ54","TRBV4-2","TRBJ2-2",1
"TRAV36/DV7","TRAJ54","TRBV5-6","TRBJ2-2",1
"TRAV36/DV7","TRAJ54","TRBV7-6","TRBJ1-1",1
"TRAV36/DV7","TRAJ54","TRBV7-9","TRBJ2-7",1
"TRAV36/DV7","TRAJ54","TRBV9","TRBJ1-2",1
"TRAV36/DV7","TRAJ56","TRBV19","TRBJ1-5",1
"TRAV36/DV7","TRAJ56","TRBV5-4","TRBJ1-1",1
"TRAV36/DV7","TRAJ57","TRBV19","TRBJ2-3",1
"TRAV36/DV7","TRAJ57","TRBV20-1","TRBJ2-1",1
"TRAV36/DV7","TRAJ57","TRBV5-1","TRBJ1-2",1
"TRAV36/DV7","TRAJ8","TRBV5-4","TRBJ2-1",1
"TRAV38-1","TRAJ10","TRBV11-3","TRBJ1-2",1
"TRAV38-1","TRAJ10","TRBV19","TRBJ2-2",1
"TRAV38-1","TRAJ11","TRBV4-1","TRBJ2-4",1
"TRAV38-1","TRAJ11","TRBV6-3","TRBJ1-5",1
"TRAV38-1","TRAJ12","TRBV12-4","TRBJ2-1",1
"TRAV38-1","TRAJ12","TRBV9","TRBJ2-3",1
"TRAV38-1","TRAJ13","TRBV13","TRBJ2-1",1
"TRAV38-1","TRAJ15","TRBV5-4","TRBJ2-7",1
"TRAV38-1","TRAJ17","TRBV12-5","TRBJ2-7",1
"TRAV38-1","TRAJ17","TRBV15","TRBJ1-5",1
"TRAV38-1","TRAJ18","TRBV5-1","TRBJ1-5",1
"TRAV38-1","TRAJ20","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ20","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ21","TRBV13","TRBJ2-3",1
"TRAV38-1","TRAJ21","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ22","TRBV12-4","TRBJ2-3",1
"TRAV38-1","TRAJ23","TRBV10-2","TRBJ2-2",1
"TRAV38-1","TRAJ23","TRBV13","TRBJ1-5",1
"TRAV38-1","TRAJ23","TRBV27","TRBJ1-1",1
"TRAV38-1","TRAJ23","TRBV28","TRBJ2-2",1
"TRAV38-1","TRAJ23","TRBV7-9","TRBJ1-2",1
"TRAV38-1","TRAJ26","TRBV10-1","TRBJ2-1",1
"TRAV38-1","TRAJ26","TRBV11-2","TRBJ2-2",1
"TRAV38-1","TRAJ26","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ26","TRBV25-1","TRBJ1-1",1
"TRAV38-1","TRAJ26","TRBV28","TRBJ2-1",1
"TRAV38-1","TRAJ26","TRBV28","TRBJ2-2",1
"TRAV38-1","TRAJ26","TRBV4-3","TRBJ1-2",1
"TRAV38-1","TRAJ26","TRBV5-1","TRBJ2-5",1
"TRAV38-1","TRAJ26","TRBV6-3","TRBJ2-5",1
"TRAV38-1","TRAJ26","TRBV7-9","TRBJ1-4",1
"TRAV38-1","TRAJ26","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ26","TRBV9","TRBJ2-7",1
"TRAV38-1","TRAJ27","TRBV11-2","TRBJ2-3",1
"TRAV38-1","TRAJ27","TRBV24-1","TRBJ2-2",1
"TRAV38-1","TRAJ27","TRBV7-2","TRBJ1-1",1
"TRAV38-1","TRAJ28","TRBV11-2","TRBJ1-2",1
"TRAV38-1","TRAJ28","TRBV12-3","TRBJ2-2",1
"TRAV38-1","TRAJ28","TRBV12-4","TRBJ1-1",1
"TRAV38-1","TRAJ28","TRBV12-4","TRBJ2-2",1
"TRAV38-1","TRAJ28","TRBV19","TRBJ2-7",1
"TRAV38-1","TRAJ28","TRBV20-1","TRBJ2-1",1
"TRAV38-1","TRAJ28","TRBV20-1","TRBJ2-5",1
"TRAV38-1","TRAJ28","TRBV25-1","TRBJ2-7",1
"TRAV38-1","TRAJ28","TRBV27","TRBJ2-7",1
"TRAV38-1","TRAJ28","TRBV3-1","TRBJ2-5",1
"TRAV38-1","TRAJ28","TRBV3-1","TRBJ2-6",1
"TRAV38-1","TRAJ28","TRBV7-6","TRBJ2-7",1
"TRAV38-1","TRAJ28","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ28","TRBV7-9","TRBJ2-3",1
"TRAV38-1","TRAJ29","TRBV11-2","TRBJ2-3",1
"TRAV38-1","TRAJ29","TRBV12-4","TRBJ1-1",1
"TRAV38-1","TRAJ29","TRBV6-5","TRBJ2-2",1
"TRAV38-1","TRAJ29","TRBV9","TRBJ2-1",1
"TRAV38-1","TRAJ30","TRBV10-2","TRBJ2-1",1
"TRAV38-1","TRAJ30","TRBV11-2","TRBJ2-2",1
"TRAV38-1","TRAJ30","TRBV12-4","TRBJ2-7",1
"TRAV38-1","TRAJ30","TRBV19","TRBJ1-1",1
"TRAV38-1","TRAJ30","TRBV20-1","TRBJ1-2",1
"TRAV38-1","TRAJ30","TRBV3-1","TRBJ2-5",1
"TRAV38-1","TRAJ30","TRBV4-1","TRBJ1-6",1
"TRAV38-1","TRAJ30","TRBV5-1","TRBJ1-1",1
"TRAV38-1","TRAJ30","TRBV6-3","TRBJ2-2",1
"TRAV38-1","TRAJ30","TRBV6-5","TRBJ1-5",1
"TRAV38-1","TRAJ30","TRBV7-2","TRBJ2-7",1
"TRAV38-1","TRAJ31","TRBV12-5","TRBJ2-4",1
"TRAV38-1","TRAJ31","TRBV19","TRBJ2-2",1
"TRAV38-1","TRAJ31","TRBV27","TRBJ2-1",1
"TRAV38-1","TRAJ31","TRBV29-1","TRBJ1-2",1
"TRAV38-1","TRAJ31","TRBV29-1","TRBJ2-5",1
"TRAV38-1","TRAJ31","TRBV3-1","TRBJ2-7",1
"TRAV38-1","TRAJ31","TRBV5-6","TRBJ1-4",1
"TRAV38-1","TRAJ31","TRBV6-3","TRBJ2-1",1
"TRAV38-1","TRAJ31","TRBV7-8","TRBJ1-1",1
"TRAV38-1","TRAJ31","TRBV9","TRBJ2-3",1
"TRAV38-1","TRAJ32","TRBV11-2","TRBJ2-3",1
"TRAV38-1","TRAJ32","TRBV13","TRBJ2-1",1
"TRAV38-1","TRAJ32","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ32","TRBV3-1","TRBJ2-7",1
"TRAV38-1","TRAJ33","TRBV11-2","TRBJ1-1",1
"TRAV38-1","TRAJ33","TRBV12-3","TRBJ2-3",1
"TRAV38-1","TRAJ33","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ33","TRBV19","TRBJ2-5",1
"TRAV38-1","TRAJ33","TRBV24-1","TRBJ2-2",1
"TRAV38-1","TRAJ33","TRBV24-1","TRBJ2-3",1
"TRAV38-1","TRAJ33","TRBV3-1","TRBJ1-2",1
"TRAV38-1","TRAJ33","TRBV4-1","TRBJ2-1",1
"TRAV38-1","TRAJ33","TRBV4-1","TRBJ2-7",1
"TRAV38-1","TRAJ33","TRBV4-2","TRBJ2-1",1
"TRAV38-1","TRAJ33","TRBV6-2","TRBJ1-5",1
"TRAV38-1","TRAJ33","TRBV6-4","TRBJ2-1",1
"TRAV38-1","TRAJ33","TRBV6-4","TRBJ2-5",1
"TRAV38-1","TRAJ33","TRBV7-8","TRBJ2-4",1
"TRAV38-1","TRAJ34","TRBV12-5","TRBJ1-2",1
"TRAV38-1","TRAJ34","TRBV14","TRBJ2-1",1
"TRAV38-1","TRAJ34","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ34","TRBV4-3","TRBJ1-4",1
"TRAV38-1","TRAJ34","TRBV6-5","TRBJ2-7",1
"TRAV38-1","TRAJ34","TRBV7-3","TRBJ1-1",1
"TRAV38-1","TRAJ34","TRBV7-9","TRBJ2-7",1
"TRAV38-1","TRAJ36","TRBV18","TRBJ2-1",1
"TRAV38-1","TRAJ36","TRBV18","TRBJ2-2",1
"TRAV38-1","TRAJ36","TRBV3-1","TRBJ1-1",1
"TRAV38-1","TRAJ36","TRBV7-9","TRBJ2-1",1
"TRAV38-1","TRAJ37","TRBV19","TRBJ1-1",1
"TRAV38-1","TRAJ37","TRBV19","TRBJ2-1",1
"TRAV38-1","TRAJ37","TRBV20-1","TRBJ1-1",1
"TRAV38-1","TRAJ37","TRBV28","TRBJ1-2",1
"TRAV38-1","TRAJ37","TRBV29-1","TRBJ2-3",1
