"AV.gene","AJ.gene","BV.gene","BJ.gene","n"
"TRAV10","TRAJ34","TRBV27","TRBJ2-5",1
"TRAV10","TRAJ34","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ34","TRBV28","TRBJ2-2",1
"TRAV10","TRAJ34","TRBV4-3","TRBJ1-2",1
"TRAV10","TRAJ34","TRBV4-3","TRBJ1-4",1
"TRAV10","TRAJ34","TRBV5-6","TRBJ2-1",1
"TRAV10","TRAJ34","TRBV5-6","TRBJ2-2",1
"TRAV10","TRAJ34","TRBV6-5","TRBJ1-1",1
"TRAV10","TRAJ34","TRBV7-9","TRBJ1-4",1
"TRAV10","TRAJ36","TRBV19","TRBJ2-2",1
"TRAV10","TRAJ36","TRBV19","TRBJ2-7",1
"TRAV10","TRAJ36","TRBV27","TRBJ2-3",1
"TRAV10","TRAJ36","TRBV4-3","TRBJ2-7",1
"TRAV10","TRAJ36","TRBV6-6","TRBJ2-7",1
"TRAV10","TRAJ36","TRBV9","TRBJ1-6",1
"TRAV10","TRAJ37","TRBV12-4","TRBJ2-5",1
"TRAV10","TRAJ37","TRBV15","TRBJ2-4",1
"TRAV10","TRAJ37","TRBV19","TRBJ1-1",1
"TRAV10","TRAJ37","TRBV19","TRBJ2-7",1
"TRAV10","TRAJ37","TRBV2","TRBJ2-1",1
"TRAV10","TRAJ37","TRBV20-1","TRBJ1-2",1
"TRAV10","TRAJ37","TRBV6-1","TRBJ1-1",1
"TRAV10","TRAJ37","TRBV6-1","TRBJ2-1",1
"TRAV10","TRAJ37","TRBV6-6","TRBJ2-2",1
"TRAV10","TRAJ37","TRBV7-6","TRBJ2-2",1
"TRAV10","TRAJ38","TRBV12-3","TRBJ2-1",1
"TRAV10","TRAJ38","TRBV12-4","TRBJ1-2",1
"TRAV10","TRAJ38","TRBV14","TRBJ2-3",1
"TRAV10","TRAJ38","TRBV15","TRBJ2-1",1
"TRAV10","TRAJ38","TRBV5-6","TRBJ1-2",1
"TRAV10","TRAJ38","TRBV9","TRBJ1-6",1
"TRAV10","TRAJ39","TRBV11-2","TRBJ2-1",1
"TRAV10","TRAJ39","TRBV11-3","TRBJ2-2",1
"TRAV10","TRAJ39","TRBV12-3","TRBJ1-1",1
"TRAV10","TRAJ39","TRBV12-3","TRBJ1-5",1
"TRAV10","TRAJ39","TRBV13","TRBJ2-1",1
"TRAV10","TRAJ39","TRBV13","TRBJ2-5",1
"TRAV10","TRAJ39","TRBV20-1","TRBJ2-1",1
"TRAV10","TRAJ39","TRBV29-1","TRBJ1-2",1
"TRAV10","TRAJ39","TRBV5-5","TRBJ2-2",1
"TRAV10","TRAJ39","TRBV5-8","TRBJ2-3",1
"TRAV10","TRAJ39","TRBV6-1","TRBJ1-1",1
"TRAV10","TRAJ39","TRBV6-1","TRBJ1-2",1
"TRAV10","TRAJ39","TRBV6-5","TRBJ1-5",1
"TRAV10","TRAJ39","TRBV6-6","TRBJ1-5",1
"TRAV10","TRAJ4","TRBV10-3","TRBJ2-2",1
"TRAV10","TRAJ4","TRBV12-3","TRBJ2-2",1
"TRAV10","TRAJ4","TRBV19","TRBJ1-4",1
"TRAV10","TRAJ4","TRBV2","TRBJ2-3",1
"TRAV10","TRAJ4","TRBV20-1","TRBJ2-1",1
"TRAV10","TRAJ4","TRBV20-1","TRBJ2-7",1
"TRAV10","TRAJ4","TRBV28","TRBJ2-3",1
"TRAV10","TRAJ4","TRBV29-1","TRBJ1-2",1
"TRAV10","TRAJ4","TRBV3-1","TRBJ2-1",1
"TRAV10","TRAJ4","TRBV4-3","TRBJ2-7",1
"TRAV10","TRAJ4","TRBV5-4","TRBJ2-1",1
"TRAV10","TRAJ4","TRBV6-1","TRBJ2-2",1
"TRAV10","TRAJ4","TRBV6-1","TRBJ2-3",1
"TRAV10","TRAJ4","TRBV6-3","TRBJ2-1",1
"TRAV10","TRAJ4","TRBV6-3","TRBJ2-7",1
"TRAV10","TRAJ4","TRBV6-4","TRBJ2-2",1
"TRAV10","TRAJ4","TRBV6-5","TRBJ2-3",1
"TRAV10","TRAJ4","TRBV6-5","TRBJ2-7",1
"TRAV10","TRAJ4","TRBV7-2","TRBJ1-2",1
"TRAV10","TRAJ4","TRBV7-9","TRBJ1-3",1
"TRAV10","TRAJ4","TRBV7-9","TRBJ1-5",1
"TRAV10","TRAJ4","TRBV9","TRBJ1-1",1
"TRAV10","TRAJ40","TRBV11-2","TRBJ1-1",1
"TRAV10","TRAJ40","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ40","TRBV27","TRBJ2-1",1
"TRAV10","TRAJ40","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ40","TRBV4-1","TRBJ2-2",1
"TRAV10","TRAJ40","TRBV5-1","TRBJ2-1",1
"TRAV10","TRAJ40","TRBV6-6","TRBJ1-4",1
"TRAV10","TRAJ40","TRBV7-7","TRBJ2-1",1
"TRAV10","TRAJ40","TRBV7-9","TRBJ2-1",1
"TRAV10","TRAJ40","TRBV9","TRBJ2-3",1
"TRAV10","TRAJ41","TRBV11-2","TRBJ2-5",1
"TRAV10","TRAJ41","TRBV20-1","TRBJ2-1",1
"TRAV10","TRAJ41","TRBV25-1","TRBJ2-1",1
"TRAV10","TRAJ41","TRBV5-1","TRBJ2-1",1
"TRAV10","TRAJ41","TRBV6-5","TRBJ2-2",1
"TRAV10","TRAJ42","TRBV10-1","TRBJ2-5",1
"TRAV10","TRAJ42","TRBV12-4","TRBJ1-1",1
"TRAV10","TRAJ42","TRBV2","TRBJ2-5",1
"TRAV10","TRAJ42","TRBV4-2","TRBJ1-2",1
"TRAV10","TRAJ42","TRBV4-3","TRBJ2-1",1
"TRAV10","TRAJ42","TRBV5-4","TRBJ1-5",1
"TRAV10","TRAJ42","TRBV6-3","TRBJ2-1",1
"TRAV10","TRAJ42","TRBV7-6","TRBJ2-1",1
"TRAV10","TRAJ42","TRBV9","TRBJ2-3",1
"TRAV10","TRAJ43","TRBV12-3","TRBJ2-3",1
"TRAV10","TRAJ43","TRBV20-1","TRBJ2-2",1
"TRAV10","TRAJ43","TRBV20-1","TRBJ2-7",1
"TRAV10","TRAJ43","TRBV24-1","TRBJ2-1",1
"TRAV10","TRAJ43","TRBV28","TRBJ1-2",1
"TRAV10","TRAJ43","TRBV3-1","TRBJ2-1",1
"TRAV10","TRAJ43","TRBV30","TRBJ1-6",1
"TRAV10","TRAJ43","TRBV4-1","TRBJ2-2",1
"TRAV10","TRAJ43","TRBV4-3","TRBJ1-2",1
"TRAV10","TRAJ43","TRBV5-4","TRBJ2-7",1
"TRAV10","TRAJ43","TRBV6-3","TRBJ1-1",1
"TRAV10","TRAJ43","TRBV6-3","TRBJ1-2",1
"TRAV10","TRAJ43","TRBV7-2","TRBJ2-4",1
"TRAV10","TRAJ43","TRBV7-6","TRBJ2-1",1
"TRAV10","TRAJ43","TRBV7-9","TRBJ2-1",1
"TRAV10","TRAJ43","TRBV7-9","TRBJ2-2",1
"TRAV10","TRAJ43","TRBV9","TRBJ2-1",1
"TRAV10","TRAJ44","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ44","TRBV2","TRBJ1-1",1
"TRAV10","TRAJ44","TRBV24-1","TRBJ2-2",1
"TRAV10","TRAJ44","TRBV5-1","TRBJ1-2",1
"TRAV10","TRAJ45","TRBV10-3","TRBJ2-7",1
"TRAV10","TRAJ45","TRBV12-4","TRBJ1-1",1
"TRAV10","TRAJ45","TRBV14","TRBJ1-2",1
"TRAV10","TRAJ45","TRBV15","TRBJ1-5",1
"TRAV10","TRAJ45","TRBV18","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV2","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV2","TRBJ2-7",1
"TRAV10","TRAJ45","TRBV20-1","TRBJ2-2",1
"TRAV10","TRAJ45","TRBV28","TRBJ2-7",1
"TRAV10","TRAJ45","TRBV4-1","TRBJ1-2",1
"TRAV10","TRAJ45","TRBV4-3","TRBJ1-4",1
"TRAV10","TRAJ45","TRBV5-1","TRBJ2-3",1
"TRAV10","TRAJ45","TRBV5-4","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV5-6","TRBJ2-1",1
"TRAV10","TRAJ45","TRBV5-6","TRBJ2-7",1
"TRAV10","TRAJ45","TRBV6-3","TRBJ2-3",1
"TRAV10","TRAJ45","TRBV7-8","TRBJ1-5",1
"TRAV10","TRAJ45","TRBV7-9","TRBJ2-3",1
"TRAV10","TRAJ47","TRBV10-2","TRBJ2-1",1
"TRAV10","TRAJ47","TRBV12-4","TRBJ1-5",1
"TRAV10","TRAJ47","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ47","TRBV5-6","TRBJ2-7",1
"TRAV10","TRAJ47","TRBV6-4","TRBJ2-1",1
"TRAV10","TRAJ48","TRBV12-5","TRBJ2-2",1
"TRAV10","TRAJ48","TRBV18","TRBJ2-5",1
"TRAV10","TRAJ48","TRBV2","TRBJ2-3",1
"TRAV10","TRAJ48","TRBV27","TRBJ2-2",1
"TRAV10","TRAJ48","TRBV5-1","TRBJ2-5",1
"TRAV10","TRAJ48","TRBV6-5","TRBJ2-1",1
"TRAV10","TRAJ48","TRBV7-3","TRBJ2-3",1
"TRAV10","TRAJ48","TRBV7-9","TRBJ2-1",1
"TRAV10","TRAJ49","TRBV12-4","TRBJ2-1",1
"TRAV10","TRAJ49","TRBV12-4","TRBJ2-3",1
"TRAV10","TRAJ49","TRBV13","TRBJ2-7",1
"TRAV10","TRAJ49","TRBV20-1","TRBJ1-2",1
"TRAV10","TRAJ49","TRBV27","TRBJ2-7",1
"TRAV10","TRAJ49","TRBV28","TRBJ2-1",1
"TRAV10","TRAJ49","TRBV29-1","TRBJ2-1",1
"TRAV10","TRAJ49","TRBV5-4","TRBJ2-7",1
"TRAV10","TRAJ49","TRBV6-5","TRBJ1-1",1
"TRAV10","TRAJ49","TRBV6-5","TRBJ2-6",1
"TRAV10","TRAJ49","TRBV6-6","TRBJ1-1",1
"TRAV10","TRAJ49","TRBV7-6","TRBJ2-7",1
"TRAV10","TRAJ49","TRBV9","TRBJ2-1",1
"TRAV10","TRAJ5","TRBV12-4","TRBJ2-3",1
"TRAV10","TRAJ5","TRBV28","TRBJ2-5",1
"TRAV10","TRAJ5","TRBV4-3","TRBJ1-2",1
"TRAV10","TRAJ50","TRBV12-3","TRBJ2-2",1
"TRAV10","TRAJ50","TRBV12-3","TRBJ2-7",1
"TRAV10","TRAJ50","TRBV19","TRBJ2-3",1
"TRAV10","TRAJ50","TRBV20-1","TRBJ2-6",1
"TRAV10","TRAJ52","TRBV10-3","TRBJ1-6",1
"TRAV10","TRAJ52","TRBV10-3","TRBJ2-7",1
"TRAV10","TRAJ52","TRBV19","TRBJ1-4",1
"TRAV10","TRAJ52","TRBV20-1","TRBJ2-7",1
"TRAV10","TRAJ52","TRBV5-6","TRBJ1-6",1
"TRAV10","TRAJ52","TRBV6-5","TRBJ2-1",1
"TRAV10","TRAJ53","TRBV13","TRBJ2-6",1
"TRAV10","TRAJ53","TRBV15","TRBJ2-7",1
"TRAV10","TRAJ53","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ53","TRBV20-1","TRBJ1-1",1
"TRAV10","TRAJ54","TRBV7-9","TRBJ2-7",1
"TRAV10","TRAJ57","TRBV27","TRBJ1-4",1
"TRAV10","TRAJ57","TRBV27","TRBJ2-1",1
"TRAV10","TRAJ6","TRBV12-3","TRBJ1-5",1
"TRAV10","TRAJ6","TRBV12-3","TRBJ2-3",1
"TRAV10","TRAJ6","TRBV12-4","TRBJ1-4",1
"TRAV10","TRAJ6","TRBV12-4","TRBJ2-3",1
"TRAV10","TRAJ6","TRBV18","TRBJ1-3",1
"TRAV10","TRAJ6","TRBV19","TRBJ2-1",1
"TRAV10","TRAJ6","TRBV27","TRBJ2-1",1
"TRAV10","TRAJ6","TRBV28","TRBJ2-7",1
"TRAV10","TRAJ6","TRBV29-1","TRBJ2-6",1
"TRAV10","TRAJ6","TRBV4-3","TRBJ2-1",1
"TRAV10","TRAJ6","TRBV5-6","TRBJ2-1",1
"TRAV10","TRAJ6","TRBV5-6","TRBJ2-5",1
"TRAV10","TRAJ6","TRBV6-3","TRBJ2-7",1
"TRAV10","TRAJ6","TRBV9","TRBJ1-1",1
"TRAV10","TRAJ6","TRBV9","TRBJ2-1",1
"TRAV10","TRAJ7","TRBV12-3","TRBJ1-1",1
"TRAV10","TRAJ7","TRBV28","TRBJ2-3",1
"TRAV10","TRAJ7","TRBV5-6","TRBJ1-1",1
"TRAV10","TRAJ7","TRBV5-6","TRBJ2-7",1
"TRAV10","TRAJ7","TRBV6-4","TRBJ2-3",1
"TRAV10","TRAJ7","TRBV9","TRBJ2-1",1
"TRAV10","TRAJ8","TRBV19","TRBJ1-1",1
"TRAV10","TRAJ8","TRBV29-1","TRBJ2-7",1
"TRAV10","TRAJ8","TRBV4-3","TRBJ2-4",1
"TRAV10","TRAJ8","TRBV7-3","TRBJ2-3",1
"TRAV10","TRAJ8","TRBV7-6","TRBJ2-1",1
"TRAV10","TRAJ8","TRBV7-6","TRBJ2-7",1
"TRAV10","TRAJ8","TRBV9","TRBJ2-3",1
"TRAV10","TRAJ9","TRBV12-3","TRBJ2-3",1
"TRAV10","TRAJ9","TRBV12-5","TRBJ2-1",1
"TRAV10","TRAJ9","TRBV2","TRBJ1-1",1
"TRAV10","TRAJ9","TRBV5-6","TRBJ1-2",1
"TRAV10","TRAJ9","TRBV9","TRBJ2-5",1
"TRAV12-1","TRAJ10","TRBV12-3","TRBJ2-7",1
"TRAV12-1","TRAJ10","TRBV12-4","TRBJ1-2",1
"TRAV12-1","TRAJ10","TRBV2","TRBJ2-2",1
"TRAV12-1","TRAJ10","TRBV20-1","TRBJ2-4",1
"TRAV12-1","TRAJ10","TRBV27","TRBJ1-3",1
"TRAV12-1","TRAJ10","TRBV27","TRBJ2-3",1
"TRAV12-1","TRAJ10","TRBV3-1","TRBJ1-2",1
"TRAV12-1","TRAJ10","TRBV3-1","TRBJ2-7",1
"TRAV12-1","TRAJ10","TRBV5-1","TRBJ2-1",1
"TRAV12-1","TRAJ10","TRBV6-6","TRBJ1-1",1
"TRAV12-1","TRAJ10","TRBV7-2","TRBJ2-4",1
"TRAV12-1","TRAJ10","TRBV7-9","TRBJ2-7",1
"TRAV12-1","TRAJ10","TRBV9","TRBJ2-1",1
"TRAV12-1","TRAJ11","TRBV10-2","TRBJ2-1",1
"TRAV12-1","TRAJ11","TRBV12-3","TRBJ1-1",1
"TRAV12-1","TRAJ11","TRBV12-3","TRBJ1-2",1
"TRAV12-1","TRAJ11","TRBV12-3","TRBJ2-7",1
"TRAV12-1","TRAJ11","TRBV14","TRBJ1-2",1
"TRAV12-1","TRAJ11","TRBV15","TRBJ2-3",1
"TRAV12-1","TRAJ11","TRBV15","TRBJ2-4",1
"TRAV12-1","TRAJ11","TRBV19","TRBJ1-1",1
"TRAV12-1","TRAJ11","TRBV19","TRBJ2-2",1
"TRAV12-1","TRAJ11","TRBV19","TRBJ2-7",1
"TRAV12-1","TRAJ11","TRBV2","TRBJ1-1",1
"TRAV12-1","TRAJ11","TRBV2","TRBJ1-4",1
"TRAV12-1","TRAJ11","TRBV2","TRBJ2-3",1
"TRAV12-1","TRAJ11","TRBV2","TRBJ2-7",1
"TRAV12-1","TRAJ11","TRBV28","TRBJ1-1",1
"TRAV12-1","TRAJ11","TRBV28","TRBJ1-5",1
"TRAV12-1","TRAJ11","TRBV28","TRBJ2-2",1
"TRAV12-1","TRAJ11","TRBV29-1","TRBJ2-7",1
"TRAV12-1","TRAJ11","TRBV3-1","TRBJ2-3",1
"TRAV12-1","TRAJ11","TRBV5-4","TRBJ1-6",1
"TRAV12-1","TRAJ11","TRBV5-4","TRBJ2-2",1
"TRAV12-1","TRAJ11","TRBV5-6","TRBJ2-2",1
"TRAV12-1","TRAJ11","TRBV5-6","TRBJ2-5",1
"TRAV12-1","TRAJ11","TRBV6-1","TRBJ2-1",1
"TRAV12-1","TRAJ11","TRBV6-3","TRBJ2-3",1
"TRAV12-1","TRAJ11","TRBV7-3","TRBJ2-1",1
"TRAV12-1","TRAJ11","TRBV9","TRBJ1-4",1
"TRAV12-1","TRAJ12","TRBV10-1","TRBJ1-2",1
"TRAV12-1","TRAJ12","TRBV11-2","TRBJ1-2",1
"TRAV12-1","TRAJ12","TRBV12-4","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV12-4","TRBJ2-2",1
"TRAV12-1","TRAJ12","TRBV12-5","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV19","TRBJ2-3",1
"TRAV12-1","TRAJ12","TRBV2","TRBJ1-1",1
"TRAV12-1","TRAJ12","TRBV2","TRBJ1-6",1
"TRAV12-1","TRAJ12","TRBV2","TRBJ2-3",1
"TRAV12-1","TRAJ12","TRBV20-1","TRBJ2-3",1
"TRAV12-1","TRAJ12","TRBV20-1","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV24-1","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV27","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV29-1","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV29-1","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV4-1","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV4-3","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV5-5","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV6-3","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV6-4","TRBJ1-1",1
"TRAV12-1","TRAJ12","TRBV6-4","TRBJ2-7",1
"TRAV12-1","TRAJ12","TRBV6-5","TRBJ1-5",1
"TRAV12-1","TRAJ12","TRBV7-3","TRBJ2-5",1
"TRAV12-1","TRAJ12","TRBV7-6","TRBJ1-1",1
"TRAV12-1","TRAJ12","TRBV9","TRBJ2-1",1
"TRAV12-1","TRAJ12","TRBV9","TRBJ2-3",1
"TRAV12-1","TRAJ13","TRBV12-4","TRBJ1-1",1
"TRAV12-1","TRAJ13","TRBV12-5","TRBJ1-2",1
"TRAV12-1","TRAJ13","TRBV15","TRBJ2-7",1
"TRAV12-1","TRAJ13","TRBV19","TRBJ1-1",1
"TRAV12-1","TRAJ13","TRBV2","TRBJ1-2",1
"TRAV12-1","TRAJ13","TRBV20-1","TRBJ2-7",1
"TRAV12-1","TRAJ13","TRBV27","TRBJ2-7",1
"TRAV12-1","TRAJ13","TRBV4-1","TRBJ1-1",1
"TRAV12-1","TRAJ13","TRBV4-2","TRBJ2-3",1
"TRAV12-1","TRAJ13","TRBV5-1","TRBJ2-7",1
"TRAV12-1","TRAJ13","TRBV5-6","TRBJ1-6",1
"TRAV12-1","TRAJ13","TRBV6-3","TRBJ2-1",1
"TRAV12-1","TRAJ13","TRBV7-6","TRBJ1-2",1
"TRAV12-1","TRAJ13","TRBV7-9","TRBJ1-1",1
"TRAV12-1","TRAJ15","TRBV19","TRBJ2-7",1
"TRAV12-1","TRAJ15","TRBV2","TRBJ2-1",1
"TRAV12-1","TRAJ15","TRBV20-1","TRBJ2-3",1
"TRAV12-1","TRAJ15","TRBV24-1","TRBJ2-1",1
"TRAV12-1","TRAJ15","TRBV27","TRBJ1-3",1
"TRAV12-1","TRAJ15","TRBV3-1","TRBJ2-1",1
"TRAV12-1","TRAJ15","TRBV4-2","TRBJ2-1",1
"TRAV12-1","TRAJ15","TRBV5-1","TRBJ1-1",1
"TRAV12-1","TRAJ15","TRBV5-1","TRBJ2-1",1
"TRAV12-1","TRAJ15","TRBV5-4","TRBJ2-2",1
"TRAV12-1","TRAJ15","TRBV6-3","TRBJ2-1",1
"TRAV12-1","TRAJ15","TRBV7-2","TRBJ1-2",1
"TRAV12-1","TRAJ15","TRBV7-2","TRBJ2-7",1
"TRAV12-1","TRAJ15","TRBV7-9","TRBJ1-1",1
"TRAV12-1","TRAJ17","TRBV10-2","TRBJ2-5",1
"TRAV12-1","TRAJ17","TRBV13","TRBJ2-1",1
"TRAV12-1","TRAJ17","TRBV15","TRBJ2-2",1
"TRAV12-1","TRAJ17","TRBV27","TRBJ1-5",1
"TRAV12-1","TRAJ17","TRBV27","TRBJ2-7",1
"TRAV12-1","TRAJ17","TRBV28","TRBJ1-2",1
"TRAV12-1","TRAJ17","TRBV29-1","TRBJ2-2",1
"TRAV12-1","TRAJ17","TRBV29-1","TRBJ2-7",1
"TRAV12-1","TRAJ17","TRBV4-1","TRBJ2-5",1
"TRAV12-1","TRAJ17","TRBV5-5","TRBJ1-5",1
"TRAV12-1","TRAJ17","TRBV6-1","TRBJ1-2",1
"TRAV12-1","TRAJ17","TRBV6-4","TRBJ2-1",1
"TRAV12-1","TRAJ17","TRBV6-5","TRBJ2-7",1
"TRAV12-1","TRAJ17","TRBV7-3","TRBJ2-7",1
"TRAV12-1","TRAJ17","TRBV9","TRBJ2-3",1
"TRAV12-1","TRAJ18","TRBV11-2","TRBJ1-6",1
"TRAV12-1","TRAJ18","TRBV19","TRBJ2-1",1
"TRAV12-1","TRAJ18","TRBV20-1","TRBJ1-5",1
"TRAV12-1","TRAJ18","TRBV24-1","TRBJ2-2",1
"TRAV12-1","TRAJ18","TRBV27","TRBJ1-5",1
"TRAV12-1","TRAJ18","TRBV27","TRBJ2-7",1
"TRAV12-1","TRAJ18","TRBV5-1","TRBJ2-1",1
"TRAV12-1","TRAJ18","TRBV6-6","TRBJ2-3",1
"TRAV12-1","TRAJ18","TRBV7-6","TRBJ2-1",1
"TRAV12-1","TRAJ18","TRBV7-7","TRBJ2-2",1
"TRAV12-1","TRAJ18","TRBV7-9","TRBJ2-2",1
"TRAV12-1","TRAJ18","TRBV9","TRBJ2-3",1
"TRAV12-1","TRAJ20","TRBV10-2","TRBJ2-5",1
"TRAV12-1","TRAJ20","TRBV11-2","TRBJ2-3",1
"TRAV12-1","TRAJ20","TRBV11-3","TRBJ1-1",1
"TRAV12-1","TRAJ20","TRBV12-3","TRBJ1-1",1
"TRAV12-1","TRAJ20","TRBV12-3","TRBJ1-2",1
"TRAV12-1","TRAJ20","TRBV12-3","TRBJ2-5",1
"TRAV12-1","TRAJ20","TRBV12-4","TRBJ2-2",1
"TRAV12-1","TRAJ20","TRBV2","TRBJ2-2",1
"TRAV12-1","TRAJ20","TRBV2","TRBJ2-7",1
"TRAV12-1","TRAJ20","TRBV20-1","TRBJ1-1",1
"TRAV12-1","TRAJ20","TRBV20-1","TRBJ2-1",1
"TRAV12-1","TRAJ20","TRBV20-1","TRBJ2-4",1
"TRAV12-1","TRAJ20","TRBV24-1","TRBJ2-5",1
"TRAV12-1","TRAJ20","TRBV27","TRBJ2-2",1
"TRAV12-1","TRAJ20","TRBV28","TRBJ1-1",1
"TRAV12-1","TRAJ20","TRBV28","TRBJ2-7",1
"TRAV12-1","TRAJ20","TRBV29-1","TRBJ1-2",1
"TRAV12-1","TRAJ20","TRBV4-2","TRBJ2-1",1
"TRAV12-1","TRAJ20","TRBV4-2","TRBJ2-7",1
"TRAV12-1","TRAJ20","TRBV5-1","TRBJ1-2",1
"TRAV12-1","TRAJ20","TRBV5-4","TRBJ2-2",1
"TRAV12-1","TRAJ20","TRBV6-1","TRBJ2-7",1
"TRAV12-1","TRAJ20","TRBV6-2","TRBJ2-1",1
"TRAV12-1","TRAJ20","TRBV6-3","TRBJ2-7",1
"TRAV12-1","TRAJ20","TRBV6-6","TRBJ2-7",1
"TRAV12-1","TRAJ20","TRBV7-2","TRBJ1-4",1
"TRAV12-1","TRAJ20","TRBV7-2","TRBJ2-2",1
"TRAV12-1","TRAJ20","TRBV7-6","TRBJ2-1",1
"TRAV12-1","TRAJ20","TRBV7-8","TRBJ1-2",1
"TRAV12-1","TRAJ20","TRBV7-9","TRBJ1-1",1
"TRAV12-1","TRAJ20","TRBV9","TRBJ1-2",1
"TRAV12-1","TRAJ20","TRBV9","TRBJ1-3",1
"TRAV12-1","TRAJ20","TRBV9","TRBJ1-6",1
"TRAV12-1","TRAJ21","TRBV12-4","TRBJ1-6",1
"TRAV12-1","TRAJ21","TRBV15","TRBJ1-1",1
"TRAV12-1","TRAJ21","TRBV18","TRBJ2-3",1
"TRAV12-1","TRAJ21","TRBV2","TRBJ1-1",1
"TRAV12-1","TRAJ21","TRBV20-1","TRBJ2-2",1
"TRAV12-1","TRAJ21","TRBV27","TRBJ2-7",1
"TRAV12-1","TRAJ21","TRBV3-1","TRBJ1-1",1
"TRAV12-1","TRAJ21","TRBV3-1","TRBJ2-3",1
"TRAV12-1","TRAJ21","TRBV6-4","TRBJ2-1",1
"TRAV12-1","TRAJ22","TRBV15","TRBJ2-1",1
"TRAV12-1","TRAJ22","TRBV2","TRBJ2-2",1
"TRAV12-1","TRAJ22","TRBV20-1","TRBJ1-1",1
"TRAV12-1","TRAJ22","TRBV20-1","TRBJ2-7",1
"TRAV12-1","TRAJ22","TRBV3-1","TRBJ2-2",1
"TRAV12-1","TRAJ22","TRBV4-3","TRBJ1-6",1
"TRAV12-1","TRAJ22","TRBV4-3","TRBJ2-5",1
"TRAV12-1","TRAJ22","TRBV5-1","TRBJ2-1",1
"TRAV12-1","TRAJ22","TRBV5-5","TRBJ2-1",1
"TRAV12-1","TRAJ22","TRBV7-2","TRBJ2-7",1
"TRAV12-1","TRAJ22","TRBV7-9","TRBJ2-1",1
"TRAV12-1","TRAJ22","TRBV7-9","TRBJ2-2",1
"TRAV12-1","TRAJ23","TRBV11-2","TRBJ1-2",1
"TRAV12-1","TRAJ23","TRBV12-3","TRBJ2-2",1
"TRAV12-1","TRAJ23","TRBV13","TRBJ2-2",1
"TRAV12-1","TRAJ23","TRBV19","TRBJ2-1",1
"TRAV12-1","TRAJ23","TRBV2","TRBJ1-5",1
"TRAV12-1","TRAJ23","TRBV2","TRBJ2-5",1
"TRAV12-1","TRAJ23","TRBV20-1","TRBJ2-5",1
"TRAV12-1","TRAJ23","TRBV20-1","TRBJ2-6",1
"TRAV12-1","TRAJ23","TRBV20-1","TRBJ2-7",1
"TRAV12-1","TRAJ23","TRBV27","TRBJ1-1",1
"TRAV12-1","TRAJ23","TRBV28","TRBJ1-5",1
"TRAV12-1","TRAJ23","TRBV29-1","TRBJ2-7",1
"TRAV12-1","TRAJ23","TRBV3-1","TRBJ1-2",1
"TRAV12-1","TRAJ23","TRBV3-1","TRBJ2-1",1
"TRAV12-1","TRAJ23","TRBV4-1","TRBJ1-1",1
"TRAV12-1","TRAJ23","TRBV4-1","TRBJ1-5",1
"TRAV12-1","TRAJ23","TRBV4-1","TRBJ2-3",1
"TRAV12-1","TRAJ23","TRBV4-1","TRBJ2-7",1
"TRAV12-1","TRAJ23","TRBV4-3","TRBJ2-7",1
"TRAV12-1","TRAJ23","TRBV5-6","TRBJ2-6",1
"TRAV12-1","TRAJ23","TRBV5-8","TRBJ2-5",1
"TRAV12-1","TRAJ23","TRBV6-3","TRBJ2-4",1
"TRAV12-1","TRAJ23","TRBV7-2","TRBJ1-2",1
"TRAV12-1","TRAJ23","TRBV7-9","TRBJ1-1",1
"TRAV12-1","TRAJ23","TRBV7-9","TRBJ1-6",1
"TRAV12-1","TRAJ26","TRBV10-2","TRBJ2-1",1
"TRAV12-1","TRAJ26","TRBV11-2","TRBJ1-1",1
"TRAV12-1","TRAJ26","TRBV12-4","TRBJ1-2",1
"TRAV12-1","TRAJ26","TRBV15","TRBJ2-2",1
"TRAV12-1","TRAJ26","TRBV19","TRBJ1-2",1
"TRAV12-1","TRAJ26","TRBV19","TRBJ2-7",1
"TRAV12-1","TRAJ26","TRBV20-1","TRBJ2-1",1
"TRAV12-1","TRAJ26","TRBV20-1","TRBJ2-7",1
